id,answer
42829f4621afad8a037b51ce8987a75e,1980年
ba5b79e82cb28dc791cf18f196f29a16,美術，有著獨特的廷續性，明代
a106be069e3193e4538d7ac2ea272ff0,第十屆全國人民代
d0304d10ad5d9d4d7080585598eee3d2,《針灸甲乙經》
287c7bd8e7f32775c8931abc10e7013d,2008年
91218a6bde635063f01ebebd99902dea,1960年8月25日至9月11日在義
1b496b891441a55a8a2a3983c33c9595,1968年
972bbfdbab5b69f965e4876df564ba63,農會，全國唯一的工會為「中華全國總工會」，受中國共產黨
d138f7fe54ac70cb275383e0d4d5a501,2011年，《中國青年報》
ebb8635f8a9786f0b4ae5823a20f82d1,宋院
b20ea5d771b62f8c418e103523739b64,薩克森邦的另一個經濟亮點是德意志展覽股份公司
521fe2c187ad31e0e15159221fc11b86,《中華人民共和國人民警察法》
58a49dab36bc5589133fa8d7326d4a5e,1848年美墨戰爭
67c06184200c0d94546ca2536327c6e5,董卓遷都後自封太師
cd5f4d3cb8a7fcebcd618688f8a5c97f,1980年
08f760d109d955162a21932c2490a116,1958年
ba1b1fb9bd89a76f7302b57320cc3f97,1984年
345ffbb13230aff3fb3e774e65017191,俄軍在東線進展的關注與日俱增，並且決定前往迎擊。在1758年
36969632ec47dda467e8db260f256609,隋朝
9eaa5003af53a026c5b8d062ff2688a8,俄式食物和朝
c246fccb3b3f5b11c4321c6c4668703c,俄英條約》，於1756年
30f43f2ad3dcf93ba8371529ee6d7312,周初期
c42fe73536c6371c371bb7e14f1c904a,烏克蘭人的第三個重要的國家是哥薩克酋長國。自15世紀
b50ea1bea852b8f38083e70d8a491cde,2008年
5d16fbc913f85477ff18dcd79e2ddac4,1789年
d7701c09aa0ef22581075f3d548d8624,1916年
e1c8972a04d5749cd18fe1660cc43325,1980年
3cfe538f49e5e91815a2180d4bf5c54b,美國首都華盛頓
6ac374a90735ed4040e322ebae43b1d9,1960年8月25日至9月11日在義
1e8a6d8fa01f17a9be3b8e8b492cca46,俄羅斯。只有刻赤海峽與黑海相連。長349公里
faf0f5f258c2cc5f1671cb63c9342b54,1801年提出的。1929年
520ab8c4d610aeed157bf27ccf5825c2,曹魏將分軍隊
c5cf7aefce07e167b5e3370c0e4dc8c4,1994年及之前發布的標準，以2位數字代表年
f4ec823d5c39b1e51eecfaa1471f291f,俄羅斯。只有刻赤海峽與黑海相連。長349公里
00be08393b8e78f8226e45d0fb376dac,1993至1996年
6ad2fa80497df702cd40d15132e02258,2011年
9f74d35c7466c739292e55a79f2d8a76,2006年12月19日正式宣布參與競爭；巴西則在2006年
41a85e7a471076380967875696631fe5,阿曼、卡達、沙烏地、敘利亞、阿聯和葉門；巴勒斯坦、馬格里
513d28e38aaa337459324437af79fc9b,中國共產黨
07459cf6f9169bed99d8a47156ad33f9,1949年
a05a4c4c330ffc8876f15414c0627e5f,2007年
4a5c787f7849ec8c6efe7c0ca1a361e9,古鎮鎮的燈飾業、小欖鎮的金屬製品業、沙溪
62ff3e476827711513256b502471080e,1980年
5cbd2fdc0eca9dc240fc8ecd438786db,《世界人權宣言》
f1280aac8a952da7ca14c729c7001dbd,伊斯
36b35dddc15dda8f8812f1f279f313f7,2013年
c7cb7d4286baed3b080a25c27610d027,馬德堡
2e3e47f0cd7e3a48bde90d324c79ca21,《行政院功能業務與組織調整暫行條例》
07ca2c3e2776a07c2d17a986e06e7e6b,《龍鳳仕女圖》以及戰國時期的《御龍圖》
d79b799b4ff863fd1bd2eb85bc70daf3,1949年10月，中華人民共和國成立後，成立政務院
85a9f3f0ce7c11e80e02b5b5d73253a0,1848年美墨戰爭
702ec82f667894ed8d376095519caddf,1974年
90b7ee5346d439902ace2332bfaf64da,永濟渠和江南河
9c51640b189f65ae18e964d9937a9e11,1803年
7641e057b254d013575d93061498819b,2011年，《中國青年報》
2c4cb793bd7273711658c7a84d7c5cec,曹操鑑於東漢弊政，用人不重虛德，反對「阿黨
a6507d225ffd6745b38ecb55c7e7d27f,穆斯
3b352acf910f76e11523c10243a64ddf,1968年建成而全線接通。目前京滬鐵路實際里
808eae5f9ad38273b0daa03394cde61c,2007年
cb8a0de64b797e963e11e97c33cce09d,《禪國山碑》
3e634092937670929f9760e798758ec2,漢晉之際的學
61b8f799482e282fe5544c04312584ea,1813年癸酉之變八卦教也有一個組織叫「義
bf0c255478c2acaffae48eb1d1903d2f,1990年
4cd7b95c93466ef76990c6dade3e4e3f,2009年
6c3bee06c22da81597867b6a1f3a4840,七年
5b41775ab9b3da5ddacb5e6be67358e4,184年
866febb63283eb7bd62f778bfe1b2610,美國著名職業摔角上市公司
a0dcc97e9c092cebee98ff03e073e059,《中國底層採訪錄》
d2c58bf47edcee79fffce75f52d17498,1993年
f98f8349ebb761ea862f5482f72c623f,漢晉之際的學
d00c21b5fb07886183d5544859ced71d,銀行股份有限公司
56411677610d21c3ca1d6c51f3a2714a,2013年
767fb5192c0cdad82418f54e066be301,喬治亞理工大學共用亞歷山大紀念堂球館5年
7965dc2c839bb8348289e15d264644d1,1997年
4493dba8b592fa615f08d0639bde12ef,2001年
b1977499e29c6cee4e834859b044e4cf,2006年
1c4c3bc87eb6220a4aeacda97d42818d,1997，前世界冠軍摔角選手被世界摔角聯盟聘請，包括冷石·史蒂夫
36ffb5275128f470192c84f781dd8efd,2012年
161a2dbfecaf0c8972e74492e30d25d9,1962年
a5a2bb972428eba1b52ad1dd0d52030c,中國共產黨
20416f59083ae96614947af70024ddcd,劉備展開反攻。揚州
352ee970f889c40ebfa65d3e45ca11f4,1980年
714e059c2a0adebf3661dd821a8fdd76,五世紀
1dbe0a0e205fee7062c9eb08b56a4ff3,《改九子山為九華山聯句並序》
cf5ae6311659fe621ae00b241c8c537a,麥克諾特彗星是一顆由澳大利亞的天文學家羅伯特·麥克諾特在2006年
6451b08136e296a35a581c2f756418d3,2010年10月17日時，IMDb歡慶了他們20週年的紀
a5bf25424fba1fdf83b85fe4be5e37dc,16世紀
81457cb9fd4fbf6098d15b585849586b,1934年
c8d4b9d40966d879d3f5156016ecb201,1802年
54508933cb7eeaba6d46dcc28983e096,第二條之定義
6f99579cb5d73e69e7bf4928cc0fa604,1965年
b0f3fa7e32fb53507a5213fac5125b3a,1980年
4bebc5ee51f0d8e107ece7e12d365b6f,1933年
fa224766f4942d6c40e0c41c3201170f,1841年1月26日在香港島，今日上環的水坑口登陸。之後根據1842年
fa6f58fe6755ec816fd49d52ca8ac2e6,新聞言
6193b1a91fe147cbf55b32d5ec5139c5,瑞克，希爾德斯
fe765576eae6a258795423f100a05236,1945年
3d1ebfb05f6588be1587d51392e0c492,2016年
31c266b80c850a138a7669e4fc4b058a,《中華民國憲法增修條文》、《兩岸人民關係條例》
9c889d788e8b9bdc78f3447573781baa,農會，全國唯一的工會為「中華全國總工會」，受中國共產黨
b9a1db81ea766329f69f7b165d19992a,《憲法增修條文》
2258da4122be27124bf77cf8c2e48069,1928年
98366d2d69d3e02c9e4e38bdeed1ab22,2011年
cd2e153522b8ee00f38547693a367946,1949年
143b87ee29a016e98f86814af1b045c2,19世紀
69cec1a49af750941f43c8988a6c1305,《為愛而生》
ec2c0a7c24ad65cbf1f581efca31cb54,劉聯盟
9d192637159761451e48a35f88dc0d76,俄的外交政策。但1907年英俄修好及結盟後，鄂圖曼土耳其開始懷
d6caa170877795be542bc406c88fb907,曹魏主要戰爭
1c2a632ae6d50e01e50976dc4d8ec7e6,2006年
cfe28c26e849df922e2931f1002145e7,2011年
e16906ec74129634f0fffc3923d33bdd,《天津政俗沿革記》
fae4ca4d5c2d67037a3834b71226ceeb,1984年，最早開工的是瀋大高速公路，最早通車的是1988年
6b7890a696fa2daf0bc026ba366d710f,1993年
2f8cf8e77c1e4a7204a742e6a617d965,唐都長安和東都洛陽建設，城北為皇城和宮
c056a173477d144a186825fd81d1cd11,2012年分別被環球唱片及索尼音樂娛樂收購。EMI於1931年
dedd3926948fad149a1a272638bc7058,1996年
dc38644e0de1275ac66ee4b1e2a0ed70,1801年提出的。1929年
956107d698a7143075a0d654e908d012,18世紀
516a18e3e4ae7764b7401aa55bfec0b0,杜勒-哈米德二世統治下，改革成效不大，一群年
070375bff3e970c22390a505494389b1,白方格旗廠徽，並且沿用至今。1929年
a68fa64eda70b3084300a1ebfd4b9ef1,2016年
22723c4ed32288e3f7d17acf60be1112,1950年
7e01eb8c7ce8cddfd1c8f35daf51ff0b,瑞士的委員會制本質上是代
dad84f95a2d7a705eaffcc62aba603d8,1999年1月發現的仁義師太肉身是世界上唯一的比丘尼肉身。在氣候
02a9c0b4c998de4ada88f1247fa1e530,1999年
6ddec482c903fcdf11c176d9e1bfc96c,1945年
544c5fa16d959c1d339965b022c41d2c,1990年
23b8a1f4a68f2b54f347c27f22cc112f,19世紀以來逐漸增加可能是氣候
2e7f25ca3e5dd813ff679895fc222f00,2008年
3fe98ea987fe896467f1f43c51353a94,1950年
b464cabfa8bb33a51a2ebddddbfbb05e,1240年
72e628c8028edd410cca716d4898afb8,2004年
0820125d67cbe114e9fd104094330c7b,奧運會的國家有中華人民共和國、比利時、加拿大、芬蘭、義
0a9a7732402a9ff11fd5ac88b4a377c2,1984年
b2994907dbfe3e63967fc837e999e761,曹魏、蜀漢及孫吳三國。這三國大致繼承東漢的疆域及政區制
2c5ff1504e8daba4b36f42c3c94f60b5,耶路撒冷穆斯林稱為古都斯。在7世紀
838a0b17528f57956967923a4e9c4df0,1960年
ee083f561e535832d18e3f0e98224ec2,《凡爾賽條約》
4f8357bb126165070ee4436553651899,1761年
7561101d64ece7eff60a2f3f5b9591d2,秋末年
64a9236e9c2eeddc74c412b544cdeff3,《中國共產黨章程》
f0d25276e28c3f82710343bfee476782,16世紀
b4405f9463b04c80bcaa2f66cac045b5,馬來人
c19ec4cc31fec156fdded6c0ecd932e3,1994年
26a9eddd77f3a03ee85c3743e894a7cb,黃河自西向東，穿境而過。淮河
5c5eb80f85cee20963ccdb7ac75b56ac,馬炎稱帝
99eff919f80cb48c0b74fbf350afd265,2012年
b4d3530eeaebf0e69cddc778d5582c85,葉門是一個實行總統制的共和國。總統為國家元首，任期為7年
8415d22e361bfc911e8467a4c1950a33,2015年
fa95164d03beae6dd4f661cc22110508,2011年
2041594c6a3513be6c0cc4fd56c402fd,英語
14b44677bcbe07f6993fc691a2c40508,1960年9月撤昌化縣入臨安縣。1961年
45cb832fcd1e82b8dd585408631216c7,1978年創辦了著名的少年
b87145e58295c499bb028770ed9ad99f,《中國共產黨章程》
702b1080f94bf54018407dd8388527f7,2008年
c48bca4b7fc8933a4b51bd4220f5283c,2015年
8de7618233dc57a89d4eddcdf64a4611,1922年
dfaf28d5ada2fc197ac8a074b1db9b27,1848年
cd98c5b46083a79573ff98b5bae4bd5d,紹的時候
0ccbe6b413b0c903ccb8afb856aec770,俄軍乘德軍在開戰
f78eb850d37ff1a3ddc49396f9dcf3ff,阿提拉的領導下，極具威脅性的匈奴人於451年
252ebe51c50298bf3f9943ae6d732a6e,《凡爾賽和約》
8f86b10e77d7a7451850be35fb8bac46,馬通用公眾授權條款的最新版本釋出的自由軟體。它的文件
8837cb17fe18bcee7f9bb14df4709d72,碳是空氣中常見的化
318ac659dc7b4a2681228cdd5cb30458,2016年
a5bccbe8d68451aa02fa2027c09e8da1,第三世界科學院
7017f43e4307193c1166d21bc77dc6bc,農聯盟
f788a15b8bd4d5c3e1dd7b334a9e7ddf,《義勇軍進行曲》
953efc7169ce38c69e48661285e7f06b,曹魏的疆域主要是在曹操時即大幅發展，至曹丕稱帝
9af2598aae0ad142fc5e70958227728e,1956年
3277a03d91da4758599660ffb2d80d08,舊石器時代
aa9a92825936e5e619f01e99eda22271,橫，湟水河
0a7a78d9a5a7b124712f68f38a5aed30,2008年
e08a8e6730daf03780bfb464e4d8b3a0,1949年
89167ddc7fb75f9b28ac877bdae8e56a,1980年代初期，原型建設完成，即是林肯實驗室的實驗測試系統。1996年
376601e3d6bd3e6fd4000417deacd692,烏克蘭音
66f8e890ec9357cb5220b4b864d18421,高畫質電視，是一種電視業務下的新型產品，原國際電信聯盟
5d4a0c66796382991eb339a03ead28fb,巴伐利亞發動機製造廠股份有限公司
a4d3f11fc1e590d7e38000e176413ce9,孟德斯鳩的想法，在美國憲法之內清楚地把行政、司
de2dce9a03944c8be289a4e0a4b101c8,2004年8月成立的中國國民黨
6f6ebf3abc34388811b1837ad1691d3b,《中國共產黨章程》
97ef49cbc3bda890c9d0463a93dbe51a,隋朝
d0b226827a72b54fa5ef8e2a513341af,17世紀
37e11b15bb7800ac514f6c90812a41ca,1990年
0633785aacdc60c6895f46da707c3553,「HDTV-compatible」是兩個為廣泛的電子廠商所使用的詞語
1ad9bf3b2d0bf927ca9d515ddb6f2c01,1947年
21010ef51ed3d27ebeeff319533c9d42,三十公里
99921c937954fadb79ee4aead7f2ff1c,杭大運河
3459bfc009b0f32b6c0ac46c4b1e15dc,2009年
88ce155b34bdebd8a4cb2d81f3f77b81,文主義
fdf95a03c3a0dc2d197e01384f89d791,2008年
332f95e64433679a33fe4d9fef5dcbd2,晉在文學
575d9443ff5002c73cd376dcb0149d10,《岐江新城·總部經濟區概念規劃》
bceda5a594e9585b5629703dbf6ad0a1,2008年
5b9bc9f71707d5c5e8962478ade7e356,薩克森邦的另一個經濟亮點是德意志展覽股份公司
d9df7b0aa581e16a178240193fcd863d,《中華人民共和國主席令》
19b9570b1821cea7fd33fec21d129f04,余紀
fa7562f2f6548749462bfbb5ed301fcb,吳以丞相掌握政事，為常設之職，有議政參政之權。孫亮繼位時年
8b2b0daf4f23ec81a4b2540bc460b561,2004年12月16日，第三世界科學院
5ada5e61af399bc2b2730f4dc95c9002,烏克
da4b37242910e301c4221ec5fdd015e4,史上最早使用年號紀年
ab31403baa79ccc210fca277e338f472,安裝維基媒體要求用戶擁有管理權限能同時執行超文字
4918e760f58637d729ac72ddbcb7ad6b,1962年
abc5626667d2caab09dd222dd3715825,2009年
318ab1cdf5be394164e5a4278007f04e,2009年
9b0de5385dc3894db35a95be0cfba3e9,9世紀
20301e96ff2e23bf6bbeeec6fe676887,1873年在維也納成立。1946年
91fa59f4238f36d93ca5048293db241d,2008年是中國科大建校第五十年
2b074424840343da2710b2c8b3078f11,1908年
e4609bbbeb0d6e0207360c24236bbd0b,1900年
4950440b52a8ad7f4e56d5d6fad85816,1949年
f4a5a12a9808a56780fa46b608d7f9ac,宋院
ecabf598b2121f9d0066ff60cf334d8b,1887年與俄國簽訂《再保險條約》
98cc5d4f5e5ff95ea70e01ee4fa25788,《太平經》為主要經典，又稱《太平青領書》
73ca9ffb3225943ad73e71d1062e5403,清，南至台兒莊，貫穿山東省西部，長約三百八十公里。明永樂九年
7e2530c2c81f7637107ed43c8596e593,黃河。長達三百餘里
2643f0be11d42c0fac7016afde854a7b,1950年，置樂山專區，1968年
cbf4f963d9bcdb5c95d5ef3c5047c7c5,1960年
28ffa27145c72fbbdb4de38b9c83c95b,1980年
fb3d1f5b96d668f44907c362b892377d,2015年
332e5f2f5fd8b03af0e7de18fb670dd0,1958年
417f82e2ed63aefd0b3457812c45b7cd,《中華人民共和國憲法》
dd5e8e6f245a317b9835e10e7b66ed29,十世紀
adb667410161ffa194f35ba0f5f76e49,俄羅斯、烏克蘭至今使用著聖西里爾發明的字母表——西里
15946ddde65910e31d4555b29ad3b79b,1989年
1ad9454b147815250b5c54a309e7a19c,《銀河英雄傳說》
646adfc28a4516d5c1eb43cdcffae6c4,1949年
24dfcfd98f3760505d78a133e975d250,《凡爾賽和約》
e92e938f307dbfda6d353e4b5cadc90f,五種權力：外交權：依據憲法規定，總統對外代
499ddb111f159754c523173e482ed060,私有軟體、封閉性軟體等，是指在使用、修改上有限制
757ca9a2ecc4eb540312482be3f725ff,劉惇、趙達、嚴武、皇象、曹不興
88bb847fc0d8c52ca5c499103ef3fbba,2008年
8d50a1230e8d99f765ecc4159aeea829,《永樂宮壁畫》
69f16dd1205f43e46d88905c33c3de70,羽球聯盟
eb12a711580c7043aa13d9c54ec4bc18,1970年
9199b8238ee09d6e05eb49314839a162,《行政院功能業務與組織調整暫行條例》
085c62f0c8df1667989c73226d17749d,2009年
ef757112dd1cf92a6b060c2ae95bae3f,阿德里
5a86d7575b1802ae2c369373c1ceee4c,弗里
502360561225a15419eea321b0aff5b9,黃土高原西部、渭河平原、河
610aafd57a686c6955c32c4e43ede81d,1945年
bd27c2667d7a1d150a6938682c747949,1970年
737167eb63334dd186d8caec177273d8,隋朝
bdb2edfc5ebc76530aee2fae3bf0485d,1950年
968fdf50ea0dad19d145f9941ae52fe0,1854年
23dbeca9ab7a0b2eb2e893bf22dc50fb,1997年3月29日改為現名，其名稱取自瑪莎在BBS的代
3560df20d938f89d961914687a79eb21,1999年
e7fb8f852d69aacbf2698dbe848f0035,《蜀科》
7fba9e5872a26cd796c9ccc768108195,1913年
6512f10d5f0fd051276bc2b6fc3b0070,1947年中華民國政府頒訂之《全國各地標準時間推行辦法》
80efaf7b5940538e207b16605eeed09d,阿拉伯海，海岸線長1906公里
dbeefd744a456851a772c1e4cf7e7928,1916年
1d1779f3cdd123f0229154163d057fbe,馬軍團成為一支善戰的軍事單位的重要條件
ad3b9928c9894482330b59a17de095f1,《中華人民共和國憲法》
1debec4936f773b9795fa8ab524c6510,2011年
adf053441514f62bda22dcf11ddcee0d,廣域市，簡稱仁
6375075a3144ed2089e847f415ea5b57,白堊紀
e5733a1727de681ebf26c6cd1777df99,新世為地質年代新近紀
09dd54bdb0a6f6971786967f15f0d92d,2009年
812028b1c832259b64eaad14d6f877cb,1947年
2f3b65a8ea1ea0f437ce5710e66af65e,1922年
0345575cd4491d0d28a55c5731868bef,1846年
c9f066bcb9bee96e2361652d5418e9e9,16:9。傳統標準解析度的顯示器解析度為720×57
0afd046f2293f688b439d7b82c65d369,漢在漢和帝後，因為種種因素而走向衰亡：皇帝大多在年
c795f9588755c6cb479c51a55d247621,2009年
bdd9d83094c9e235d06b8edbd6ad050c,1966年
b7ef9146158c9eda1d3cc6d05f69d38a,《三國演義》
c86add29727fba5c48a17d82a86fc160,1645年
0086d9f555cc696f5c57b64cdfd000b6,吳為了聯合蜀漢，派
a1b38f847eea129d3994ba6e325be05c,1945年
ea2bc8b15ca3a1702fe296e8721ed2e6,南，完成了江南運河
4f6386175a929643aaf89d4b83afd1f6,1949年
2b143c82f4da0610b3a10cb3bb77f9f6,威。是對內立法、司
f25d82bf05e7967f4b1e25055637aaf0,聖願。聖女在修院
f364c13462ae662e1166472503df2283,俄國兩軍被普遍認為在鎮壓義和團中最為野蠻兇悍，而且軍紀
86d5f44d277293646e2c489436d7a0f9,1980年
d559103ccb00e5d8023c42138b6b1fb9,1952年前，東德的行政區劃仍為傳統上德國的五個州。1952年
ad5aa8e08de48d830c836ee1e16d2e72,2001年
049d0325275ddd78e80d848379b2f084,《航海條例》
7578dd076735ef0d7569dac882047990,17世紀
dddec5e0a9ca0b53681bcc73ff7ed4f9,吳為了聯合蜀漢，派
8fa84c0da6b7f1468a463578fe0532a1,吳。東漢末年戰爭
7ccc87b0bf8d9a6156491e812fb15f3a,第一次世界大戰是一場於1914年
0de302c3bafbb127d8f05fbe39c9bce5,1949年
e39bc7b384797d19d50d7ad2d5594e4d,美國人口調查局是美國商務部經濟和統計管理局
c02a89e641fd280abca86cab1490924a,1999年
d9901d283f4712a8452c0b26a3ee3c5a,1949年
14946d3c8b8d31686370cae9bac997a0,2002年他們推出華人音樂史上首部自傳式紀錄電影《搖滾本事》
778565df6dd808f43fa146bb2c962171,1969年
6277376f3505cf035eda5b89f429b8d9,孫吳同盟對抗曹魏，取得三國互相制衡。吳蜀聯盟
72e352810328f000fe4c01f063778520,1821年起成為獨立的墨西哥一部分。1848年美墨戰爭
e392860be2bbdef30aeb7eccd7875b1c,哈布斯堡
4754037febd8c7944eb4631de32d4a28,唐絲路貿易交流、宋元北方民族的文化衝擊、明清時期
6386cdaaece3f219330e16fe925b11a3,五旬節運動是20世紀
0e12523163da95a48d6e946074d5a75f,2011年
5908a7bca8affcf92c1f8b033d755732,晉在文學
879f88baa4aeb560ea818adf806a0212,乾燥大陸氣候
655e08fe431810792721345d4195dc51,2008年
73c23f7ce7450af373b7af6559775ba8,1960年
15b783d40c78e243fa73ea7a8dbf752c,2000年入學的本科新生學制全部改為四年
46d512ce4709868412cc648b76399acb,2000—2800米
8e943428548903c45d1f7a46b55d5ff3,《西藏墨脫的誘惑》
f4c8bcff7794cd0aaa2637d3abc7147e,《義和團教門源流考》
80f60b85586b1412d498a1d7464860ff,哈布斯堡統治者感到吃驚和意外的是，同宗奧地利哈布斯堡皇帝
1438c206526cdc94196c330bf5b4e78d,俄羅斯、烏克蘭至今使用著聖西里
1ee71751813438f2e1a3b1859082368f,1997年
80a2db62d58261c5d8fae92634dec3ce,《老子》、《莊子》
4693f998f706e4c31093a83805f24b58,《凡爾賽和約》
fd202785a77ee5ba8df15dc6cd38fff7,1912年6月13日北洋政府農工商部制定了《獎勵工藝品暫行章程》
92f279734a41059c82e47791f2a6f348,1999年
1317ce01949812a00cfe1d47d05bc959,2008年9月20日，科大舉行了建校五十周年紀
01cb98c3b88b5597bb149ba6956172cb,祁孔有；小雅•節南山之什•小宛：中原有菽，庶民采之； 西漢司
2564de978150f93bfb9d7e325c6cbf8f,1949年
0ca85a84f55767db91456c5deba70db0,1960年
07ffc0470d95db8a3f009ea4584778f9,1763年
51943c6b0556826df8101010451536a7,2012年3月成為國家級經濟技術開發區。2014年
d070d4b6da040d2ebe48b531b257f36a,1970年
8cfa63f66593156cb75a4677864a6f90,2012年
3725986e0f1ccd82f19ae715166584d2,三國時期
cb60ae8397871a2b8690f3b16e7b3def,《中華人民共和國人民警察法》
8d2b0d43f78bb107ba0426ad78092fa5,曹操鑑於東漢弊政，用人不重虛德，反對「阿黨
52293894a038182e6ff9b5c90bc21f8e,7世紀
6ba74907ba9efabe9587f2237d364116,百年
261687bdb03ec8006e1499d255e843c9,廣播電台長期
291584d2fe5f1154a2783227839f80dc,1991年
a2ee81d55621bfa86d21729943438a9e,2003年
38a93c9f00a9aaf27b183e37c8b53887,維基媒體是一套基於網路
6e8a5a3af46ec595096c620041df0ad5,2008年
98bf7f1133a79bc191816ddc88518c52,紹的時候
1a19e07926d190cada49d7d14c3d9b73,2014年
403cc5f3284ed862fd8ad40457f19574,2017年
dae61b90b1d37b371b013504a305b24d,1949年
14b8a6729d187803668542563fce1629,武術是中國傳統文化的重要一環。民國初期
ed572b0a45e270347b89f8419b20d76a,2016年
eb2700f886ad027213ed15dc23b6a8b1,麥克諾特彗星是一顆由澳大利亞的天文學家羅伯特·麥克諾特在2006年
d62cd8a030fb4d5ac86e338361bd9f44,亞速海是一個陸間海：西面有克里
26154a720a624a6cafa11cec10ff4764,宋朝
